SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.10
0,0,0,1,0,1,1,0,0,1,1,1,1,0,0.02056509299
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0531115879828
0,1,0,1,0,1,0,1,0,0,1,0,1,1,0.0282546494993
1,1,0,0,0,1,0,0,1,1,0,1,0,1,0.045243204578
1,0,0,1,1,1,0,1,1,1,0,0,1,1,0.0209227467811
1,1,1,1,0,0,1,0,1,1,1,0,1,0,0.0189556509299
0,1,1,1,1,1,1,0,0,1,0,1,1,0,0.0304005722461
1,0,1,0,1,0,0,1,1,1,0,0,0,1,0.0820815450644
1,0,1,1,1,0,1,0,1,1,1,1,1,0,0.0434549356223
1,0,0,1,1,1,0,1,1,0,1,1,0,0,0.0107296137339
0,1,0,1,0,1,1,0,0,1,0,1,0,0,0.0253934191702
0,0,0,1,0,1,0,1,0,1,1,1,0,0,0.032904148784
0,1,0,0,1,1,0,0,1,0,1,0,1,0,0.0364806866953
0,1,1,1,1,0,0,1,0,1,0,0,1,0,0.0126967095851
1,1,0,1,1,0,0,1,1,0,1,0,0,0,0.0130543633763
0,0,1,0,1,1,0,1,1,1,0,0,0,0,0.0171673819742
1,0,0,0,1,0,0,1,1,0,0,1,0,1,0.0323676680973
1,1,0,0,0,0,0,1,0,0,1,1,1,1,0.235693848355
1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.367131616595
0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.02056509299
0,1,1,1,1,0,0,0,0,1,0,0,1,1,0.0196709585122
1,0,0,0,1,1,0,0,1,1,1,0,0,0,0.0239628040057
0,1,1,1,0,0,0,0,0,0,1,0,1,1,0.0141273247496
1,1,1,1,1,0,0,1,0,1,1,0,1,0,0.0135908440629
1,1,0,1,0,0,0,0,1,1,0,0,1,1,0.00983547925608
0,0,1,0,0,0,1,0,1,1,0,1,0,0,0.0252145922747
0,1,1,0,1,1,0,1,1,0,0,1,1,0,0.0169885550787
1,0,0,1,1,0,1,1,0,0,0,1,1,0,0.0128755364807
1,1,1,0,0,0,1,0,1,0,0,0,0,1,0.0103719599428
0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.181151645207
0,0,0,0,1,0,0,0,0,1,1,1,1,0,0.0155579399142
1,0,1,1,1,1,0,1,0,0,0,1,0,0,0.02056509299
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0255722460658
0,1,0,1,0,0,0,0,0,0,1,1,0,1,0.0144849785408
1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.00983547925608
0,1,1,0,0,0,1,0,0,1,1,1,0,0,0.0200286123033
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0.0209227467811
1,1,1,0,1,1,0,0,1,0,1,1,1,1,0.0219957081545
0,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0177038626609
0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.0227110157368
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.0109084406295
1,0,0,1,0,1,0,1,1,0,0,0,1,0,1.0
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.0191344778255
1,0,1,1,0,0,0,0,1,1,1,0,1,0,0.513412017167
0,0,0,1,1,0,0,1,0,1,1,0,1,1,0.0128755364807
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.282546494993
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0.0132331902718
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0.00983547925608
