spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_feature8_2_7_10286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005
1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03
1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.01
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.02
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,2.08
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01
1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.02
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.01
1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.02
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.005
1,0,1,1,0,0,0,0,0,0,0,0,0,0,5.02
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.01
1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.02
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.065
1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.01
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.02
1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.01
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.07
1,0,1,0,1,0,0,0,0,0,0,0,0,0,5.01
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.02
1,1,1,0,1,0,0,0,0,0,0,0,0,0,5.01
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.07
1,0,0,1,1,0,0,0,0,0,0,0,0,0,5.01
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.02
1,1,0,1,1,0,0,0,0,0,0,0,0,0,5.01
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.07
1,0,1,1,1,0,0,0,0,0,0,0,0,0,5.01
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.02
1,1,1,1,1,0,0,0,0,0,0,0,0,0,5.01
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02
1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.025
1,1,0,0,0,1,0,0,0,0,0,0,0,0,5.01
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.02
1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.005
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.03
1,1,1,0,0,1,0,0,0,0,0,0,0,0,5.01
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.015
1,0,0,1,0,1,0,0,0,0,0,0,0,0,5.0
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.04
