spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_feature9_1_2_10286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.999
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.012
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.999
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.002
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.999
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.012
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.999
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.003
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.999
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.011
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.999
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.002
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.999
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.999
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.005
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.999
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.007
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.999
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.005
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.999
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.007
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.999
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.006
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.999
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.007
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.999
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.007
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.999
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.003
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.999
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.014
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.999
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.003
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.999
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.013
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.999
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.003
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.999
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.013
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.999
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.003
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.999
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.013
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0.999
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.003
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.999
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.013
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0.999
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.003
1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.999
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0.013
1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.999
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.003
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0.999
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0.013
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.999
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.003
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.999
0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.014
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0.999
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.011
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.999
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.002
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.999
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.012
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.999
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.003
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.999
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.012
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.999
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.003
1,1,0,1,0,0,1,0,0,0,0,0,0,0,0.999
0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.013
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.999
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.003
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0.999
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.007
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.999
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.006
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0.999
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.007
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.999
0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.006
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0.999
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.007
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.999
0,1,0,1,1,0,1,0,0,0,0,0,0,0,0.006
1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.999
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.007
1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.999
0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.006
1,1,1,1,1,0,1,0,0,0,0,0,0,0,0.999
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.003
1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.999
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.013
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.999
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.003
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.999
0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.012
1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.999
0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.003
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.999
0,1,0,1,0,1,1,0,0,0,0,0,0,0,0.012
1,1,0,1,0,1,1,0,0,0,0,0,0,0,0.999
0,0,1,1,0,1,1,0,0,0,0,0,0,0,0.003
1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.999
0,1,1,1,0,1,1,0,0,0,0,0,0,0,0.013
1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.999
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.003
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.999
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0.012
