spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_feature11_2_7_4435
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115
1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.005
1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.01
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01
1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.01
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.05
1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.01
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.065
1,0,0,1,0,0,0,0,0,0,0,0,0,0,5.02
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.03
1,1,0,1,0,0,0,0,0,0,0,0,0,0,5.02
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.065
1,0,1,1,0,0,0,0,0,0,0,0,0,0,5.02
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.03
1,1,1,1,0,0,0,0,0,0,0,0,0,0,5.02
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.305
1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.015
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.345
1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.02
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.305
1,0,1,0,1,0,0,0,0,0,0,0,0,0,5.02
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.35
1,1,1,0,1,0,0,0,0,0,0,0,0,0,5.02
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.315
1,0,0,1,1,0,0,0,0,0,0,0,0,0,5.02
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.36
1,1,0,1,1,0,0,0,0,0,0,0,0,0,5.02
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.31
1,0,1,1,1,0,0,0,0,0,0,0,0,0,5.02
