spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_feature8_2_7_10286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992063492063
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994047619048
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00595238095238
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.994047619048
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.996031746032
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.412698412698
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00198412698413
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.996031746032
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.00198412698413
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.996031746032
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.000992063492063
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.996031746032
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.00198412698413
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.996031746032
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0128968253968
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.00396825396825
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0138888888889
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.00396825396825
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0138888888889
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.00396825396825
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0138888888889
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00396825396825
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.994047619048
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00396825396825
