spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,<$solving_time_feature1_2_7_10286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012909632572
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992055610725
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00993048659384
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.993048659384
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000993048659384
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.994041708044
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00198609731877
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.989076464747
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00297914597815
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997020854022
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.00397219463754
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.998013902681
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00297914597815
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.998013902681
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.00297914597815
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.997020854022
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0287984111221
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.994041708044
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.00893743793446
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.994041708044
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0287984111221
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.994041708044
0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.00893743793446
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.995034756703
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0287984111221
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.994041708044
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.00893743793446
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.995034756703
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0287984111221
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.994041708044
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.00893743793446
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.995034756703
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00695134061569
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.992055610725
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.012909632572
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.992055610725
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00695134061569
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.992055610725
0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.012909632572
