Target Files,5,10,15,20,25,30,35,40,s5,s10,s15,s20,s25,s30,s35,s40
x264_17,1.1616373555150012,2.46442604816,2.7162095143550005,7.1949032922600011,7.2692938618100005,7.719452180210002,11.515278678500003,10.53103421966,better,better,better,better,better,better,better,better
x264_16,-5.7248656814699999,-5.7538307756999991,-7.4616354487310002,-6.4995399661499995,15.894453468435998,-6.4200279427989999,-5.9088792212399994,-13.314856253599,worse,same,same,same,same,same,same,same
x264_15,0.013039902886000015,0.039158867525900004,0.013039902886000015,0.05219877041190002,0.0065199514430000077,0.039158867525900004,0.039158867525900004,0.05219877041190002,same,better,same,same,same,same,same,same
x264_14,0.0,0.0,0.0,1.4795918367320002,0.0,1.7006802721060001,1.8452380952360001,0.0,same,same,same,better,same,same,same,same
x264_13,0.0,-0.116607773852,0.0,0.29505300353449992,1.2932862190809997,1.0583038869249997,0.3533568904604999,1.0583038869254999,same,same,same,better,better,better,better,better
x264_12,0.0,0.35328580504100005,0.47081245147100004,1.6474906472809998,1.7650172937115003,1.7650172937115003,2.0000705865755006,2.3533563916114999,same,better,same,better,same,better,same,same
x264_11,0.088274726879499998,0.0,0.04380550356499998,0.088274726879499998,0.0,0.065708255346999977,0.0,0.043805503564500026,better,same,better,better,same,better,same,better
x264_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same
x264_2,0.0,0.0,-0.70853462158000013,0.0,-0.71658615137000015,-0.31400966183500034,-0.11674718196500011,-0.62399355877500029,same,same,same,same,same,same,same,same
x264_19,0.44303064601059994,0.28263283988100002,0.7990534327740999,21.601352332105598,41.649854932536805,42.245373579275601,42.541950509086796,42.789029996886804,same,better,same,same,same,same,better,better
x264_18,0.0,0.0,0.55500000000000005,0.0,0.0,0.0,0.0,0.0,same,same,better,same,same,same,same,same
x264_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same
x264_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same
x264_5,-0.70265494172499998,0.0,0.0,-0.35343122817000006,-0.35343122817000006,-1.40530988345,-1.40530988345,-1.40530988345,same,same,same,same,same,worse,same,same
x264_4,-0.97408922657200014,-0.97408922657200014,-0.97408922657200014,-1.2955386713410002,-0.9740892265729999,-0.97408922657200014,-0.9740892265729999,-1.6169881161100002,worse,worse,worse,worse,worse,worse,worse,worse
x264_3,-2.7770833333350002,-2.7750000000000004,-2.7750000000000004,-1.3875000000000002,-3.4729166666700007,-4.1666666666700003,-2.0812500000000003,-4.1666666666700003,worse,worse,worse,same,worse,worse,worse,worse
x264_20,-18.448855947449999,-14.345661539220002,-13.402113051985001,-12.967584143400501,-8.2498417072999999,-10.645958260400999,-2.6382112307000014,-4.0827094739304997,worse,worse,worse,worse,worse,worse,worse,worse
x264_1,1.0789394996505,0.49586364995499999,0.82727000897000003,0.82727000897000003,0.16445729094,0.82727000897000003,0.82727000897000003,0.41363500448549989,better,better,better,same,same,same,better,same
x264_0,-0.73995066995500003,0.0,-0.73995066995500003,-0.73995066995500003,0.0,-0.73995066995500003,-0.73995066995500003,-0.73995066995500003,same,same,same,same,same,same,same,worse
x264_8,0.18140712361400002,0.0,0.18140712361400002,0.18140712361400002,0.1353784504585,0.18005333910999999,0.090703561806999969,0.090703561806999969,better,same,better,better,better,better,better,better
