SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.6
0,0,0,1,0,1,1,0,0,1,1,1,1,0,2.441
0,0,0,0,1,0,1,0,0,1,0,0,0,1,2.483
0,1,0,1,0,1,0,1,0,0,1,0,1,1,2.475
1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.456
1,0,0,1,1,1,0,1,1,1,0,0,1,1,2.428
1,1,1,1,0,0,1,0,1,1,1,0,1,0,2.493
0,1,1,1,1,1,1,0,0,1,0,1,1,0,2.497
1,0,1,0,1,0,0,1,1,1,0,0,0,1,2.428
1,0,1,1,1,0,1,0,1,1,1,1,1,0,2.539
1,0,0,1,1,1,0,1,1,0,1,1,0,0,2.453
0,1,0,1,0,1,1,0,0,1,0,1,0,0,2.478
0,0,0,1,0,1,0,1,0,1,1,1,0,0,2.463
0,1,0,0,1,1,0,0,1,0,1,0,1,0,2.443
0,1,1,1,1,0,0,1,0,1,0,0,1,0,2.412
1,1,0,1,1,0,0,1,1,0,1,0,0,0,2.442
0,0,1,0,1,1,0,1,1,1,0,0,0,0,2.446
1,0,0,0,1,0,0,1,1,0,0,1,0,1,2.438
1,1,0,0,0,0,0,1,0,0,1,1,1,1,2.437
1,1,0,1,0,0,1,0,0,1,0,1,0,0,2.437
0,0,0,0,0,1,0,1,1,0,0,1,0,1,2.452
0,1,1,1,1,0,0,0,0,1,0,0,1,1,2.479
1,0,0,0,1,1,0,0,1,1,1,0,0,0,2.457
0,1,1,1,0,0,0,0,0,0,1,0,1,1,2.455
1,1,1,1,1,0,0,1,0,1,1,0,1,0,2.441
