SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K.3
0,0,0,1,0,1,1,0,0,1,1,1,1,0,433.74
0,0,0,0,1,0,1,0,0,1,0,0,0,1,430.88
0,1,0,1,0,1,0,1,0,0,1,0,1,1,432.0
1,1,0,0,0,1,0,0,1,1,0,1,0,1,434.41
1,0,0,1,1,1,0,1,1,1,0,0,1,1,434.17
1,1,1,1,0,0,1,0,1,1,1,0,1,0,431.04
0,1,1,1,1,1,1,0,0,1,0,1,1,0,434.83
1,0,1,0,1,0,0,1,1,1,0,0,0,1,430.0
1,0,1,1,1,0,1,0,1,1,1,1,1,0,432.2
1,0,0,1,1,1,0,1,1,0,1,1,0,0,436.07
0,1,0,1,0,1,1,0,0,1,0,1,0,0,434.49
0,0,0,1,0,1,0,1,0,1,1,1,0,0,436.47
0,1,0,0,1,1,0,0,1,0,1,0,1,0,433.67
0,1,1,1,1,0,0,1,0,1,0,0,1,0,428.97
1,1,0,1,1,0,0,1,1,0,1,0,0,0,434.61
0,0,1,0,1,1,0,1,1,1,0,0,0,0,430.71
1,0,0,0,1,0,0,1,1,0,0,1,0,1,433.97
1,1,0,0,0,0,0,1,0,0,1,1,1,1,434.05
1,1,0,1,0,0,1,0,0,1,0,1,0,0,434.46
0,0,0,0,0,1,0,1,1,0,0,1,0,1,434.21
0,1,1,1,1,0,0,0,0,1,0,0,1,1,433.86
1,0,0,0,1,1,0,0,1,1,1,0,0,0,431.25
0,1,1,1,0,0,0,0,0,0,1,0,1,1,428.59
1,1,1,1,1,0,0,1,0,1,1,0,1,0,430.51
1,1,0,1,0,0,0,0,1,1,0,0,1,1,428.99
0,0,1,0,0,0,1,0,1,1,0,1,0,0,434.18
0,1,1,0,1,1,0,1,1,0,0,1,1,0,431.17
1,0,0,1,1,0,1,1,0,0,0,1,1,0,439.26
1,1,1,0,0,0,1,0,1,0,0,0,0,1,428.95
0,0,0,0,1,0,0,0,1,0,1,0,1,0,433.86
0,0,0,0,1,0,0,0,0,1,1,1,1,0,441.1
1,0,1,1,1,1,0,1,0,0,0,1,0,0,438.34
0,1,0,1,0,0,0,0,1,0,0,0,0,1,430.16
0,1,0,1,0,0,0,0,0,0,1,1,0,1,435.46
1,1,0,1,1,1,0,1,0,0,0,0,0,0,431.16
0,1,1,0,0,0,1,0,0,1,1,1,0,0,439.19
0,1,1,0,0,0,0,1,0,1,1,0,0,1,428.07
1,1,1,0,1,1,0,0,1,0,1,1,1,1,435.15
0,0,0,0,1,0,1,0,1,0,1,0,1,0,437.4
0,0,0,1,1,1,0,0,0,0,0,1,1,1,434.07
1,0,0,0,1,0,1,1,0,0,1,0,1,0,427.21
1,0,0,1,0,1,0,1,1,0,0,0,1,0,431.46
0,1,1,0,0,0,1,1,1,1,1,1,0,0,440.09
1,0,1,1,0,0,0,0,1,1,1,0,1,0,431.8
0,0,0,1,1,0,0,1,0,1,1,0,1,1,429.04
1,1,1,1,1,0,0,1,1,1,0,0,1,0,428.88
1,0,1,0,0,1,1,1,1,0,1,1,0,1,440.59
0,1,0,1,1,1,0,0,1,1,0,0,1,0,429.75
0,1,1,1,1,1,1,0,1,1,1,0,1,0,428.93
0,1,0,1,0,0,1,1,1,1,1,0,0,0,428.69
1,0,1,1,1,0,1,0,1,1,0,1,1,0,435.53
1,0,0,1,1,1,1,0,0,0,1,1,1,0,434.97
1,0,0,1,0,0,1,1,0,0,0,0,0,1,429.21
1,1,1,0,0,1,0,0,1,0,1,0,1,1,430.91
0,0,1,1,0,1,0,1,1,1,0,0,0,0,428.85
1,0,0,0,1,1,0,1,0,1,1,1,1,0,435.37
1,1,1,0,0,0,0,1,0,0,0,0,0,1,430.97
0,0,1,0,1,1,1,0,0,0,1,0,0,0,427.11
1,1,1,0,0,0,0,0,0,1,1,0,0,0,429.93
0,0,0,0,0,1,1,1,1,0,0,1,1,0,431.64
0,0,1,1,1,0,1,1,0,0,1,0,0,0,435.92
0,1,0,0,0,1,1,1,1,1,0,1,1,0,434.34
0,0,0,1,0,0,0,0,0,1,1,0,0,1,434.49
1,0,0,0,1,1,0,1,0,1,1,1,0,0,435.12
0,0,1,1,0,0,1,1,0,1,1,1,1,0,434.22
0,1,1,1,1,0,1,0,0,0,1,0,1,0,429.52
0,0,0,1,0,0,0,0,0,1,0,1,1,0,433.36
0,1,0,1,0,0,1,0,0,1,1,0,1,1,433.68
0,0,1,1,1,0,1,0,1,1,1,0,1,0,429.24
0,0,0,1,1,0,1,0,1,1,0,0,1,0,430.48
0,0,1,0,0,0,0,0,1,0,1,0,1,1,429.37
0,0,1,0,1,0,1,0,0,0,0,0,0,1,430.05
0,1,1,1,1,1,1,0,1,1,0,1,1,1,435.87
1,1,0,1,0,0,0,1,0,1,0,1,0,0,439.57
1,0,1,1,0,0,0,1,1,1,1,0,0,0,429.53
1,1,0,0,1,1,1,0,0,0,0,1,1,0,434.35
1,0,0,1,1,1,1,0,1,1,1,1,0,1,431.35
0,0,0,0,0,1,0,1,0,0,0,0,0,1,433.7
1,1,1,1,1,1,1,1,1,1,1,0,0,1,430.38
0,0,1,1,0,0,1,1,0,0,1,1,0,0,432.25
1,1,1,0,1,0,1,1,1,1,0,1,0,0,436.41
0,0,0,1,1,0,0,0,0,1,1,0,1,0,432.82
1,1,0,0,1,0,0,0,1,0,0,1,1,0,435.83
0,1,0,1,1,0,0,0,0,0,0,1,1,0,437.85
1,0,0,1,0,1,0,0,1,1,1,1,1,0,435.41
1,1,1,1,1,1,0,0,1,1,1,0,0,0,432.98
1,0,1,0,1,1,0,0,1,1,1,1,0,1,440.4
0,0,1,1,0,1,0,1,0,0,1,1,0,1,441.09
0,1,0,1,0,0,1,1,1,1,1,0,1,1,429.12
1,0,0,1,1,1,1,0,1,0,0,1,1,0,433.89
1,0,0,1,1,0,1,0,1,1,0,1,1,0,432.49
0,0,1,1,0,0,0,0,1,1,0,0,1,0,429.52
0,0,0,0,1,1,1,1,1,0,1,0,1,0,439.51
1,0,0,1,1,1,1,1,1,0,1,0,0,1,429.62
1,1,0,0,0,1,0,0,1,0,0,1,0,0,433.74
1,0,1,1,0,0,0,0,0,0,1,1,0,0,434.9
1,0,1,0,1,0,0,0,1,0,0,1,0,0,436.31
0,1,1,1,1,1,0,1,1,0,0,0,0,0,431.06
0,1,0,0,0,1,0,0,1,0,1,1,0,0,433.33
1,0,0,0,1,1,0,0,0,1,1,0,0,1,429.71
1,1,0,1,1,0,0,1,1,0,0,1,0,0,443.79
1,0,1,1,0,1,0,1,1,1,1,0,1,1,428.74
0,1,1,0,1,1,1,0,0,1,1,0,0,1,430.48
1,1,0,1,0,0,1,1,0,0,1,1,1,0,437.31
0,1,0,1,1,0,1,1,0,1,1,0,1,0,431.72
