SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.3
0,0,0,1,0,1,1,0,0,1,1,1,1,0,61.632
0,0,0,0,1,0,1,0,0,1,0,0,0,1,60.971
0,1,0,1,0,1,0,1,0,0,1,0,1,1,61.692
1,1,0,0,0,1,0,0,1,1,0,1,0,1,60.703
1,0,0,1,1,1,0,1,1,1,0,0,1,1,61.255
1,1,1,1,0,0,1,0,1,1,1,0,1,0,61.722
0,1,1,1,1,1,1,0,0,1,0,1,1,0,61.799
1,0,1,0,1,0,0,1,1,1,0,0,0,1,63.282
1,0,1,1,1,0,1,0,1,1,1,1,1,0,62.802
1,0,0,1,1,1,0,1,1,0,1,1,0,0,63.775
0,1,0,1,0,1,1,0,0,1,0,1,0,0,63.877
0,0,0,1,0,1,0,1,0,1,1,1,0,0,61.13
0,1,0,0,1,1,0,0,1,0,1,0,1,0,63.16
0,1,1,1,1,0,0,1,0,1,0,0,1,0,61.591
1,1,0,1,1,0,0,1,1,0,1,0,0,0,63.36
0,0,1,0,1,1,0,1,1,1,0,0,0,0,60.758
1,0,0,0,1,0,0,1,1,0,0,1,0,1,61.898
1,1,0,0,0,0,0,1,0,0,1,1,1,1,62.493
1,1,0,1,0,0,1,0,0,1,0,1,0,0,63.855
0,0,0,0,0,1,0,1,1,0,0,1,0,1,63.894
0,1,1,1,1,0,0,0,0,1,0,0,1,1,63.0
1,0,0,0,1,1,0,0,1,1,1,0,0,0,62.212
0,1,1,1,0,0,0,0,0,0,1,0,1,1,61.464
1,1,1,1,1,0,0,1,0,1,1,0,1,0,61.372
1,1,0,1,0,0,0,0,1,1,0,0,1,1,62.578
0,0,1,0,0,0,1,0,1,1,0,1,0,0,62.799
0,1,1,0,1,1,0,1,1,0,0,1,1,0,71.193
1,0,0,1,1,0,1,1,0,0,0,1,1,0,64.069
1,1,1,0,0,0,1,0,1,0,0,0,0,1,61.725
0,0,0,0,1,0,0,0,1,0,1,0,1,0,62.05
0,0,0,0,1,0,0,0,0,1,1,1,1,0,61.881
1,0,1,1,1,1,0,1,0,0,0,1,0,0,62.95
0,1,0,1,0,0,0,0,1,0,0,0,0,1,62.094
0,1,0,1,0,0,0,0,0,0,1,1,0,1,60.643
1,1,0,1,1,1,0,1,0,0,0,0,0,0,63.611
0,1,1,0,0,0,1,0,0,1,1,1,0,0,64.314
0,1,1,0,0,0,0,1,0,1,1,0,0,1,61.01
1,1,1,0,1,1,0,0,1,0,1,1,1,1,62.783
0,0,0,0,1,0,1,0,1,0,1,0,1,0,63.754
0,0,0,1,1,1,0,0,0,0,0,1,1,1,63.182
1,0,0,0,1,0,1,1,0,0,1,0,1,0,61.889
1,0,0,1,0,1,0,1,1,0,0,0,1,0,64.333
0,1,1,0,0,0,1,1,1,1,1,1,0,0,61.525
1,0,1,1,0,0,0,0,1,1,1,0,1,0,62.789
0,0,0,1,1,0,0,1,0,1,1,0,1,1,63.539
1,1,1,1,1,0,0,1,1,1,0,0,1,0,62.376
1,0,1,0,0,1,1,1,1,0,1,1,0,1,64.063
0,1,0,1,1,1,0,0,1,1,0,0,1,0,61.763
0,1,1,1,1,1,1,0,1,1,1,0,1,0,62.408
0,1,0,1,0,0,1,1,1,1,1,0,0,0,62.578
1,0,1,1,1,0,1,0,1,1,0,1,1,0,64.262
1,0,0,1,1,1,1,0,0,0,1,1,1,0,63.308
1,0,0,1,0,0,1,1,0,0,0,0,0,1,61.559
1,1,1,0,0,1,0,0,1,0,1,0,1,1,61.244
0,0,1,1,0,1,0,1,1,1,0,0,0,0,62.828
1,0,0,0,1,1,0,1,0,1,1,1,1,0,62.76
1,1,1,0,0,0,0,1,0,0,0,0,0,1,61.221
0,0,1,0,1,1,1,0,0,0,1,0,0,0,63.382
