SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.7
0,0,0,1,0,1,1,0,0,1,1,1,1,0,63.658
0,0,0,0,1,0,1,0,0,1,0,0,0,1,61.06
0,1,0,1,0,1,0,1,0,0,1,0,1,1,62.404
1,1,0,0,0,1,0,0,1,1,0,1,0,1,62.977
1,0,0,1,1,1,0,1,1,1,0,0,1,1,61.625
1,1,1,1,0,0,1,0,1,1,1,0,1,0,63.357
0,1,1,1,1,1,1,0,0,1,0,1,1,0,63.066
1,0,1,0,1,0,0,1,1,1,0,0,0,1,64.252
1,0,1,1,1,0,1,0,1,1,1,1,1,0,63.066
1,0,0,1,1,1,0,1,1,0,1,1,0,0,62.365
0,1,0,1,0,1,1,0,0,1,0,1,0,0,62.373
0,0,0,1,0,1,0,1,0,1,1,1,0,0,63.143
0,1,0,0,1,1,0,0,1,0,1,0,1,0,61.779
0,1,1,1,1,0,0,1,0,1,0,0,1,0,62.554
1,1,0,1,1,0,0,1,1,0,1,0,0,0,62.768
0,0,1,0,1,1,0,1,1,1,0,0,0,0,61.039
1,0,0,0,1,0,0,1,1,0,0,1,0,1,63.212
1,1,0,0,0,0,0,1,0,0,1,1,1,1,61.394
1,1,0,1,0,0,1,0,0,1,0,1,0,0,65.025
0,0,0,0,0,1,0,1,1,0,0,1,0,1,63.152
0,1,1,1,1,0,0,0,0,1,0,0,1,1,63.974
1,0,0,0,1,1,0,0,1,1,1,0,0,0,61.609
0,1,1,1,0,0,0,0,0,0,1,0,1,1,62.241
1,1,1,1,1,0,0,1,0,1,1,0,1,0,63.347
1,1,0,1,0,0,0,0,1,1,0,0,1,1,63.452
0,0,1,0,0,0,1,0,1,1,0,1,0,0,64.048
0,1,1,0,1,1,0,1,1,0,0,1,1,0,63.816
1,0,0,1,1,0,1,1,0,0,0,1,1,0,61.906
1,1,1,0,0,0,1,0,1,0,0,0,0,1,60.549
0,0,0,0,1,0,0,0,1,0,1,0,1,0,61.194
0,0,0,0,1,0,0,0,0,1,1,1,1,0,61.119
1,0,1,1,1,1,0,1,0,0,0,1,0,0,68.127
0,1,0,1,0,0,0,0,1,0,0,0,0,1,61.469
0,1,0,1,0,0,0,0,0,0,1,1,0,1,61.641
1,1,0,1,1,1,0,1,0,0,0,0,0,0,62.265
0,1,1,0,0,0,1,0,0,1,1,1,0,0,65.456
0,1,1,0,0,0,0,1,0,1,1,0,0,1,61.38
1,1,1,0,1,1,0,0,1,0,1,1,1,1,62.161
0,0,0,0,1,0,1,0,1,0,1,0,1,0,62.318
0,0,0,1,1,1,0,0,0,0,0,1,1,1,63.574
1,0,0,0,1,0,1,1,0,0,1,0,1,0,61.953
1,0,0,1,0,1,0,1,1,0,0,0,1,0,64.515
0,1,1,0,0,0,1,1,1,1,1,1,0,0,60.641
1,0,1,1,0,0,0,0,1,1,1,0,1,0,61.224
0,0,0,1,1,0,0,1,0,1,1,0,1,1,63.895
1,1,1,1,1,0,0,1,1,1,0,0,1,0,61.842
1,0,1,0,0,1,1,1,1,0,1,1,0,1,61.912
0,1,0,1,1,1,0,0,1,1,0,0,1,0,63.084
0,1,1,1,1,1,1,0,1,1,1,0,1,0,60.938
0,1,0,1,0,0,1,1,1,1,1,0,0,0,63.301
1,0,1,1,1,0,1,0,1,1,0,1,1,0,63.456
1,0,0,1,1,1,1,0,0,0,1,1,1,0,64.123
1,0,0,1,0,0,1,1,0,0,0,0,0,1,62.662
1,1,1,0,0,1,0,0,1,0,1,0,1,1,60.996
0,0,1,1,0,1,0,1,1,1,0,0,0,0,61.496
1,0,0,0,1,1,0,1,0,1,1,1,1,0,63.166
1,1,1,0,0,0,0,1,0,0,0,0,0,1,61.445
0,0,1,0,1,1,1,0,0,0,1,0,0,0,62.03
1,1,1,0,0,0,0,0,0,1,1,0,0,0,64.118
0,0,0,0,0,1,1,1,1,0,0,1,1,0,63.952
0,0,1,1,1,0,1,1,0,0,1,0,0,0,61.644
0,1,0,0,0,1,1,1,1,1,0,1,1,0,61.205
0,0,0,1,0,0,0,0,0,1,1,0,0,1,64.111
1,0,0,0,1,1,0,1,0,1,1,1,0,0,63.984
0,0,1,1,0,0,1,1,0,1,1,1,1,0,65.075
0,1,1,1,1,0,1,0,0,0,1,0,1,0,63.94
0,0,0,1,0,0,0,0,0,1,0,1,1,0,62.818
0,1,0,1,0,0,1,0,0,1,1,0,1,1,61.887
0,0,1,1,1,0,1,0,1,1,1,0,1,0,63.919
0,0,0,1,1,0,1,0,1,1,0,0,1,0,63.299
0,0,1,0,0,0,0,0,1,0,1,0,1,1,61.542
0,0,1,0,1,0,1,0,0,0,0,0,0,1,62.19
0,1,1,1,1,1,1,0,1,1,0,1,1,1,70.317
1,1,0,1,0,0,0,1,0,1,0,1,0,0,61.732
1,0,1,1,0,0,0,1,1,1,1,0,0,0,61.932
1,1,0,0,1,1,1,0,0,0,0,1,1,0,63.24
1,0,0,1,1,1,1,0,1,1,1,1,0,1,62.462
0,0,0,0,0,1,0,1,0,0,0,0,0,1,61.146
1,1,1,1,1,1,1,1,1,1,1,0,0,1,64.1
0,0,1,1,0,0,1,1,0,0,1,1,0,0,63.364
1,1,1,0,1,0,1,1,1,1,0,1,0,0,62.584
0,0,0,1,1,0,0,0,0,1,1,0,1,0,61.052
1,1,0,0,1,0,0,0,1,0,0,1,1,0,62.292
0,1,0,1,1,0,0,0,0,0,0,1,1,0,62.92
1,0,0,1,0,1,0,0,1,1,1,1,1,0,61.885
1,1,1,1,1,1,0,0,1,1,1,0,0,0,61.676
1,0,1,0,1,1,0,0,1,1,1,1,0,1,64.509
0,0,1,1,0,1,0,1,0,0,1,1,0,1,61.69
0,1,0,1,0,0,1,1,1,1,1,0,1,1,63.038
1,0,0,1,1,1,1,0,1,0,0,1,1,0,63.065
1,0,0,1,1,0,1,0,1,1,0,1,1,0,63.569
0,0,1,1,0,0,0,0,1,1,0,0,1,0,61.862
0,0,0,0,1,1,1,1,1,0,1,0,1,0,62.173
1,0,0,1,1,1,1,1,1,0,1,0,0,1,61.781
1,1,0,0,0,1,0,0,1,0,0,1,0,0,64.064
1,0,1,1,0,0,0,0,0,0,1,1,0,0,63.496
1,0,1,0,1,0,0,0,1,0,0,1,0,0,63.058
0,1,1,1,1,1,0,1,1,0,0,0,0,0,62.783
0,1,0,0,0,1,0,0,1,0,1,1,0,0,62.871
1,0,0,0,1,1,0,0,0,1,1,0,0,1,62.724
1,1,0,1,1,0,0,1,1,0,0,1,0,0,62.419
1,0,1,1,0,1,0,1,1,1,1,0,1,1,61.415
0,1,1,0,1,1,1,0,0,1,1,0,0,1,64.217
1,1,0,1,0,0,1,1,0,0,1,1,1,0,63.275
0,1,0,1,1,0,1,1,0,1,1,0,1,0,62.949
1,0,0,1,1,0,1,1,0,1,0,1,0,1,61.556
1,1,1,0,1,0,0,0,1,0,0,0,0,1,62.363
