SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.2
0,0,0,1,0,1,1,0,0,1,1,1,1,0,2.436
0,0,0,0,1,0,1,0,0,1,0,0,0,1,2.414
0,1,0,1,0,1,0,1,0,0,1,0,1,1,2.389
1,1,0,0,0,1,0,0,1,1,0,1,0,1,2.438
1,0,0,1,1,1,0,1,1,1,0,0,1,1,2.373
1,1,1,1,0,0,1,0,1,1,1,0,1,0,2.394
0,1,1,1,1,1,1,0,0,1,0,1,1,0,2.457
1,0,1,0,1,0,0,1,1,1,0,0,0,1,2.38
1,0,1,1,1,0,1,0,1,1,1,1,1,0,2.384
1,0,0,1,1,1,0,1,1,0,1,1,0,0,2.393
0,1,0,1,0,1,1,0,0,1,0,1,0,0,2.442
0,0,0,1,0,1,0,1,0,1,1,1,0,0,2.405
0,1,0,0,1,1,0,0,1,0,1,0,1,0,2.526
0,1,1,1,1,0,0,1,0,1,0,0,1,0,2.41
1,1,0,1,1,0,0,1,1,0,1,0,0,0,2.389
0,0,1,0,1,1,0,1,1,1,0,0,0,0,2.388
1,0,0,0,1,0,0,1,1,0,0,1,0,1,2.432
1,1,0,0,0,0,0,1,0,0,1,1,1,1,2.444
1,1,0,1,0,0,1,0,0,1,0,1,0,0,2.401
0,0,0,0,0,1,0,1,1,0,0,1,0,1,2.426
0,1,1,1,1,0,0,0,0,1,0,0,1,1,2.426
1,0,0,0,1,1,0,0,1,1,1,0,0,0,2.451
0,1,1,1,0,0,0,0,0,0,1,0,1,1,2.4
1,1,1,1,1,0,0,1,0,1,1,0,1,0,2.395
1,1,0,1,0,0,0,0,1,1,0,0,1,1,2.491
0,0,1,0,0,0,1,0,1,1,0,1,0,0,2.378
0,1,1,0,1,1,0,1,1,0,0,1,1,0,2.508
1,0,0,1,1,0,1,1,0,0,0,1,1,0,2.385
1,1,1,0,0,0,1,0,1,0,0,0,0,1,2.433
0,0,0,0,1,0,0,0,1,0,1,0,1,0,2.398
0,0,0,0,1,0,0,0,0,1,1,1,1,0,2.395
1,0,1,1,1,1,0,1,0,0,0,1,0,0,2.45
0,1,0,1,0,0,0,0,1,0,0,0,0,1,2.437
0,1,0,1,0,0,0,0,0,0,1,1,0,1,2.415
1,1,0,1,1,1,0,1,0,0,0,0,0,0,2.394
0,1,1,0,0,0,1,0,0,1,1,1,0,0,2.415
0,1,1,0,0,0,0,1,0,1,1,0,0,1,2.432
1,1,1,0,1,1,0,0,1,0,1,1,1,1,2.424
0,0,0,0,1,0,1,0,1,0,1,0,1,0,2.399
0,0,0,1,1,1,0,0,0,0,0,1,1,1,2.433
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2.44
1,0,0,1,0,1,0,1,1,0,0,0,1,0,2.37
0,1,1,0,0,0,1,1,1,1,1,1,0,0,2.392
