SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.4
0,0,0,1,0,1,1,0,0,1,1,1,1,0,33.751
0,0,0,0,1,0,1,0,0,1,0,0,0,1,28.282
0,1,0,1,0,1,0,1,0,0,1,0,1,1,33.03
1,1,0,0,0,1,0,0,1,1,0,1,0,1,37.635
1,0,0,1,1,1,0,1,1,1,0,0,1,1,28.132
1,1,1,1,0,0,1,0,1,1,1,0,1,0,28.446
0,1,1,1,1,1,1,0,0,1,0,1,1,0,32.902
1,0,1,0,1,0,0,1,1,1,0,0,0,1,36.048
1,0,1,1,1,0,1,0,1,1,1,1,1,0,35.986
1,0,0,1,1,1,0,1,1,0,1,1,0,0,36.9
0,1,0,1,0,1,1,0,0,1,0,1,0,0,34.134
0,0,0,1,0,1,0,1,0,1,1,1,0,0,35.791
0,1,0,0,1,1,0,0,1,0,1,0,1,0,32.153
0,1,1,1,1,0,0,1,0,1,0,0,1,0,30.311
1,1,0,1,1,0,0,1,1,0,1,0,0,0,34.624
0,0,1,0,1,1,0,1,1,1,0,0,0,0,28.134
1,0,0,0,1,0,0,1,1,0,0,1,0,1,34.892
1,1,0,0,0,0,0,1,0,0,1,1,1,1,36.059
1,1,0,1,0,0,1,0,0,1,0,1,0,0,39.35
0,0,0,0,0,1,0,1,1,0,0,1,0,1,38.433
0,1,1,1,1,0,0,0,0,1,0,0,1,1,34.715
1,0,0,0,1,1,0,0,1,1,1,0,0,0,28.225
0,1,1,1,0,0,0,0,0,0,1,0,1,1,31.252
1,1,1,1,1,0,0,1,0,1,1,0,1,0,30.028
1,1,0,1,0,0,0,0,1,1,0,0,1,1,28.164
0,0,1,0,0,0,1,0,1,1,0,1,0,0,32.814
0,1,1,0,1,1,0,1,1,0,0,1,1,0,39.856
1,0,0,1,1,0,1,1,0,0,0,1,1,0,32.573
1,1,1,0,0,0,1,0,1,0,0,0,0,1,34.093
0,0,0,0,1,0,0,0,1,0,1,0,1,0,29.621
0,0,0,0,1,0,0,0,0,1,1,1,1,0,33.645
1,0,1,1,1,1,0,1,0,0,0,1,0,0,39.973
0,1,0,1,0,0,0,0,1,0,0,0,0,1,30.249
0,1,0,1,0,0,0,0,0,0,1,1,0,1,39.41
1,1,0,1,1,1,0,1,0,0,0,0,0,0,29.577
0,1,1,0,0,0,1,0,0,1,1,1,0,0,33.121
0,1,1,0,0,0,0,1,0,1,1,0,0,1,28.106
1,1,1,0,1,1,0,0,1,0,1,1,1,1,34.728
0,0,0,0,1,0,1,0,1,0,1,0,1,0,27.936
0,0,0,1,1,1,0,0,0,0,0,1,1,1,38.719
1,0,0,0,1,0,1,1,0,0,1,0,1,0,32.016
1,0,0,1,0,1,0,1,1,0,0,0,1,0,34.908
0,1,1,0,0,0,1,1,1,1,1,1,0,0,35.092
1,0,1,1,0,0,0,0,1,1,1,0,1,0,28.19
0,0,0,1,1,0,0,1,0,1,1,0,1,1,34.827
1,1,1,1,1,0,0,1,1,1,0,0,1,0,31.038
1,0,1,0,0,1,1,1,1,0,1,1,0,1,34.171
0,1,0,1,1,1,0,0,1,1,0,0,1,0,27.78
0,1,1,1,1,1,1,0,1,1,1,0,1,0,29.825
0,1,0,1,0,0,1,1,1,1,1,0,0,0,28.527
1,0,1,1,1,0,1,0,1,1,0,1,1,0,33.645
