SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.11
0,0,0,1,0,1,1,0,0,1,1,1,1,0,80.092
0,0,0,0,1,0,1,0,0,1,0,0,0,1,80.256
0,1,0,1,0,1,0,1,0,0,1,0,1,1,80.185
1,1,0,0,0,1,0,0,1,1,0,1,0,1,80.843
1,0,0,1,1,1,0,1,1,1,0,0,1,1,79.622
1,1,1,1,0,0,1,0,1,1,1,0,1,0,79.686
0,1,1,1,1,1,1,0,0,1,0,1,1,0,80.372
1,0,1,0,1,0,0,1,1,1,0,0,0,1,80.366
1,0,1,1,1,0,1,0,1,1,1,1,1,0,80.481
1,0,0,1,1,1,0,1,1,0,1,1,0,0,80.105
0,1,0,1,0,1,1,0,0,1,0,1,0,0,80.738
0,0,0,1,0,1,0,1,0,1,1,1,0,0,80.482
0,1,0,0,1,1,0,0,1,0,1,0,1,0,79.918
0,1,1,1,1,0,0,1,0,1,0,0,1,0,80.005
1,1,0,1,1,0,0,1,1,0,1,0,0,0,80.677
0,0,1,0,1,1,0,1,1,1,0,0,0,0,79.953
1,0,0,0,1,0,0,1,1,0,0,1,0,1,80.234
1,1,0,0,0,0,0,1,0,0,1,1,1,1,80.097
1,1,0,1,0,0,1,0,0,1,0,1,0,0,80.732
0,0,0,0,0,1,0,1,1,0,0,1,0,1,80.559
0,1,1,1,1,0,0,0,0,1,0,0,1,1,80.18
1,0,0,0,1,1,0,0,1,1,1,0,0,0,80.168
0,1,1,1,0,0,0,0,0,0,1,0,1,1,80.243
