SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.6
0,0,0,1,0,1,1,0,0,1,1,1,1,0,21.846
0,0,0,0,1,0,1,0,0,1,0,0,0,1,17.812
0,1,0,1,0,1,0,1,0,0,1,0,1,1,19.308
1,1,0,0,0,1,0,0,1,1,0,1,0,1,21.671
1,0,0,1,1,1,0,1,1,1,0,0,1,1,18.001
1,1,1,1,0,0,1,0,1,1,1,0,1,0,17.82
0,1,1,1,1,1,1,0,0,1,0,1,1,0,21.257
1,0,1,0,1,0,0,1,1,1,0,0,0,1,18.697
1,0,1,1,1,0,1,0,1,1,1,1,1,0,20.655
1,0,0,1,1,1,0,1,1,0,1,1,0,0,20.577
0,1,0,1,0,1,1,0,0,1,0,1,0,0,22.102
0,0,0,1,0,1,0,1,0,1,1,1,0,0,20.694
0,1,0,0,1,1,0,0,1,0,1,0,1,0,24.324
0,1,1,1,1,0,0,1,0,1,0,0,1,0,25.998
1,1,0,1,1,0,0,1,1,0,1,0,0,0,39.226
0,0,1,0,1,1,0,1,1,1,0,0,0,0,213.77
1,0,0,0,1,0,0,1,1,0,0,1,0,1,227.47
1,1,0,0,0,0,0,1,0,0,1,1,1,1,204.97
1,1,0,1,0,0,1,0,0,1,0,1,0,0,254.32
0,0,0,0,0,1,0,1,1,0,0,1,0,1,125.19
0,1,1,1,1,0,0,0,0,1,0,0,1,1,63.437
1,0,0,0,1,1,0,0,1,1,1,0,0,0,57.651
0,1,1,1,0,0,0,0,0,0,1,0,1,1,85.779
1,1,1,1,1,0,0,1,0,1,1,0,1,0,70.544
1,1,0,1,0,0,0,0,1,1,0,0,1,1,63.059
0,0,1,0,0,0,1,0,1,1,0,1,0,0,76.58
0,1,1,0,1,1,0,1,1,0,0,1,1,0,62.965
1,0,0,1,1,0,1,1,0,0,0,1,1,0,70.45
1,1,1,0,0,0,1,0,1,0,0,0,0,1,56.723
0,0,0,0,1,0,0,0,1,0,1,0,1,0,60.224
0,0,0,0,1,0,0,0,0,1,1,1,1,0,64.733
1,0,1,1,1,1,0,1,0,0,0,1,0,0,56.051
0,1,0,1,0,0,0,0,1,0,0,0,0,1,47.236
0,1,0,1,0,0,0,0,0,0,1,1,0,1,64.168
1,1,0,1,1,1,0,1,0,0,0,0,0,0,47.722
0,1,1,0,0,0,1,0,0,1,1,1,0,0,59.594
0,1,1,0,0,0,0,1,0,1,1,0,0,1,76.12
1,1,1,0,1,1,0,0,1,0,1,1,1,1,72.524
0,0,0,0,1,0,1,0,1,0,1,0,1,0,39.443
0,0,0,1,1,1,0,0,0,0,0,1,1,1,61.986
1,0,0,0,1,0,1,1,0,0,1,0,1,0,40.115
1,0,0,1,0,1,0,1,1,0,0,0,1,0,46.519
0,1,1,0,0,0,1,1,1,1,1,1,0,0,62.753
1,0,1,1,0,0,0,0,1,1,1,0,1,0,45.984
0,0,0,1,1,0,0,1,0,1,1,0,1,1,46.341
1,1,1,1,1,0,0,1,1,1,0,0,1,0,34.126
1,0,1,0,0,1,1,1,1,0,1,1,0,1,38.524
0,1,0,1,1,1,0,0,1,1,0,0,1,0,41.437
0,1,1,1,1,1,1,0,1,1,1,0,1,0,41.934
0,1,0,1,0,0,1,1,1,1,1,0,0,0,43.678
1,0,1,1,1,0,1,0,1,1,0,1,1,0,51.087
1,0,0,1,1,1,1,0,0,0,1,1,1,0,50.378
1,0,0,1,0,0,1,1,0,0,0,0,0,1,50.698
1,1,1,0,0,1,0,0,1,0,1,0,1,1,70.378
0,0,1,1,0,1,0,1,1,1,0,0,0,0,46.653
1,0,0,0,1,1,0,1,0,1,1,1,1,0,55.027
1,1,1,0,0,0,0,1,0,0,0,0,0,1,76.115
0,0,1,0,1,1,1,0,0,0,1,0,0,0,43.263
1,1,1,0,0,0,0,0,0,1,1,0,0,0,48.585
0,0,0,0,0,1,1,1,1,0,0,1,1,0,52.923
0,0,1,1,1,0,1,1,0,0,1,0,0,0,55.28
0,1,0,0,0,1,1,1,1,1,0,1,1,0,61.111
0,0,0,1,0,0,0,0,0,1,1,0,0,1,38.795
1,0,0,0,1,1,0,1,0,1,1,1,0,0,63.482
0,0,1,1,0,0,1,1,0,1,1,1,1,0,47.279
0,1,1,1,1,0,1,0,0,0,1,0,1,0,53.291
0,0,0,1,0,0,0,0,0,1,0,1,1,0,51.119
0,1,0,1,0,0,1,0,0,1,1,0,1,1,35.702
0,0,1,1,1,0,1,0,1,1,1,0,1,0,35.729
0,0,0,1,1,0,1,0,1,1,0,0,1,0,40.423
0,0,1,0,0,0,0,0,1,0,1,0,1,1,38.518
0,0,1,0,1,0,1,0,0,0,0,0,0,1,32.429
0,1,1,1,1,1,1,0,1,1,0,1,1,1,57.573
1,1,0,1,0,0,0,1,0,1,0,1,0,0,43.135
1,0,1,1,0,0,0,1,1,1,1,0,0,0,40.455
1,1,0,0,1,1,1,0,0,0,0,1,1,0,77.102
1,0,0,1,1,1,1,0,1,1,1,1,0,1,212.58
0,0,0,0,0,1,0,1,0,0,0,0,0,1,218.58
1,1,1,1,1,1,1,1,1,1,1,0,0,1,174.08
0,0,1,1,0,0,1,1,0,0,1,1,0,0,202.0
1,1,1,0,1,0,1,1,1,1,0,1,0,0,255.07
0,0,0,1,1,0,0,0,0,1,1,0,1,0,209.41
1,1,0,0,1,0,0,0,1,0,0,1,1,0,218.82
0,1,0,1,1,0,0,0,0,0,0,1,1,0,109.67
1,0,0,1,0,1,0,0,1,1,1,1,1,0,63.311
1,1,1,1,1,1,0,0,1,1,1,0,0,0,84.533
1,0,1,0,1,1,0,0,1,1,1,1,0,1,66.149
0,0,1,1,0,1,0,1,0,0,1,1,0,1,83.523
0,1,0,1,0,0,1,1,1,1,1,0,1,1,50.674
1,0,0,1,1,1,1,0,1,0,0,1,1,0,75.953
1,0,0,1,1,0,1,0,1,1,0,1,1,0,57.919
0,0,1,1,0,0,0,0,1,1,0,0,1,0,43.816
0,0,0,0,1,1,1,1,1,0,1,0,1,0,46.72
1,0,0,1,1,1,1,1,1,0,1,0,0,1,43.488
1,1,0,0,0,1,0,0,1,0,0,1,0,0,35.83
1,0,1,1,0,0,0,0,0,0,1,1,0,0,40.439
1,0,1,0,1,0,0,0,1,0,0,1,0,0,52.734
0,1,1,1,1,1,0,1,1,0,0,0,0,0,41.434
0,1,0,0,0,1,0,0,1,0,1,1,0,0,48.093
1,0,0,0,1,1,0,0,0,1,1,0,0,1,34.852
1,1,0,1,1,0,0,1,1,0,0,1,0,0,44.449
1,0,1,1,0,1,0,1,1,1,1,0,1,1,40.18
0,1,1,0,1,1,1,0,0,1,1,0,0,1,45.432
1,1,0,1,0,0,1,1,0,0,1,1,1,0,32.752
0,1,0,1,1,0,1,1,0,1,1,0,1,0,35.442
1,0,0,1,1,0,1,1,0,1,0,1,0,1,37.279
1,1,1,0,1,0,0,0,1,0,0,0,0,1,32.543
0,0,1,1,0,0,1,0,0,1,0,1,0,1,36.667
0,1,1,0,0,0,1,1,0,0,1,0,0,1,37.16
0,1,1,1,1,1,0,0,0,1,1,1,0,1,32.878
1,0,1,0,0,0,1,0,1,0,0,1,0,0,36.697
0,0,1,0,0,1,1,0,1,0,0,0,1,1,30.937
1,1,1,0,0,0,0,1,0,0,1,1,1,1,35.433
0,0,0,1,0,1,1,1,1,1,0,0,0,0,32.79
0,1,1,0,0,0,0,0,1,0,1,1,1,1,50.56
0,1,0,0,0,0,0,1,0,1,1,1,1,0,45.414
0,1,1,1,1,0,1,1,1,1,1,0,0,0,41.046
0,0,0,1,1,0,0,0,0,1,1,1,0,1,54.02
1,0,1,0,0,1,0,0,0,0,0,0,1,1,43.276
1,0,1,0,1,1,0,0,1,1,0,1,0,0,57.014
0,1,1,1,0,1,0,0,0,0,0,1,0,0,71.141
1,0,1,1,0,1,0,1,0,0,0,0,1,1,49.818
0,1,1,1,1,0,0,1,1,1,1,0,0,0,51.255
0,1,0,1,1,0,1,0,0,1,1,0,1,0,47.014
0,0,1,1,1,0,0,1,1,1,1,0,1,0,40.326
1,0,1,1,1,1,1,1,0,1,1,0,1,0,34.254
0,0,1,1,1,0,1,0,0,1,1,1,0,1,47.07
1,1,0,0,0,0,1,1,1,1,1,0,1,0,38.476
0,1,1,1,0,1,0,0,0,0,1,1,1,0,44.312
1,1,1,1,0,1,1,1,1,1,1,0,1,1,40.775
1,1,1,0,0,0,1,0,0,1,1,0,1,1,39.505
1,0,0,0,0,1,1,1,1,1,0,1,1,0,50.59
1,1,0,1,1,0,1,1,0,1,0,1,1,1,56.436
1,0,1,1,1,1,0,0,1,0,1,0,0,1,35.305
0,0,1,1,0,0,1,0,0,0,1,0,1,0,35.02
1,1,0,1,0,1,0,1,0,1,0,0,0,0,37.929
1,1,1,0,0,1,1,0,1,0,0,1,0,0,39.309
1,1,0,1,0,1,1,0,1,1,0,1,0,1,55.08
1,0,1,0,1,0,1,1,0,1,0,1,1,0,44.662
1,0,1,1,0,1,0,0,1,0,1,1,0,1,51.809
1,0,0,0,1,0,0,1,0,1,1,0,1,1,44.628
1,0,0,1,0,0,0,1,1,1,1,0,0,0,46.353
1,0,1,0,0,1,1,1,1,1,1,0,0,1,36.903
1,0,0,0,0,1,0,1,0,0,0,0,1,0,43.966
0,1,1,1,1,1,0,0,1,1,0,0,1,1,44.096
1,1,1,1,1,1,0,1,0,0,0,1,1,0,36.112
1,1,1,1,0,0,1,0,1,1,0,0,1,0,30.611
0,1,0,1,0,0,1,0,1,0,0,1,0,0,41.39
0,1,0,1,1,0,1,0,1,1,1,0,0,1,31.088
0,0,1,1,0,1,0,1,1,0,0,0,0,0,31.525
0,0,1,1,0,1,0,1,0,1,0,0,1,0,32.936
0,0,0,1,1,0,0,0,0,1,1,0,1,0,32.94
0,1,1,0,1,0,0,1,0,0,0,1,1,0,35.606
0,1,1,1,0,1,0,1,0,0,1,1,1,1,43.007
1,1,0,0,1,1,1,0,0,1,1,1,1,1,49.306
1,1,1,0,0,0,0,1,1,0,0,1,1,1,45.964
1,1,1,1,1,1,0,1,1,0,0,0,1,0,35.603
1,1,0,0,0,1,0,1,1,0,1,1,1,0,39.226
0,1,0,0,0,1,0,1,1,0,0,1,0,0,48.236
1,0,1,1,1,1,0,1,1,0,0,1,1,1,34.216
1,0,0,1,1,1,0,0,1,0,1,0,1,1,31.418
0,1,0,1,1,1,0,1,1,0,0,1,1,0,38.159
1,1,1,1,1,1,1,1,1,0,0,0,1,0,30.038
0,0,1,1,1,1,0,1,1,1,1,1,1,1,32.667
0,1,1,0,0,0,0,0,0,1,0,1,1,1,47.75
1,0,1,0,0,0,1,1,1,0,0,0,0,1,33.361
1,1,0,1,0,0,0,0,0,0,0,0,1,0,31.143
0,1,1,0,1,1,1,1,1,1,0,0,1,1,29.984
1,1,1,1,1,0,1,0,1,0,0,0,1,1,30.723
1,1,1,0,0,1,0,0,0,1,1,1,0,0,33.646
0,1,1,1,1,0,1,0,0,1,1,1,1,0,31.474
1,1,1,1,1,0,1,0,1,1,0,1,1,0,30.563
1,0,0,0,1,0,1,1,1,1,0,0,0,0,39.639
0,1,0,0,0,1,0,1,1,0,0,1,1,1,29.286
0,1,0,0,1,0,0,1,1,1,0,0,1,1,27.154
0,1,1,0,0,0,0,0,1,1,0,1,0,1,28.557
1,0,0,1,1,1,0,1,0,1,1,1,1,0,30.373
0,0,1,0,1,0,0,1,1,1,1,0,1,0,29.426
0,1,1,1,1,0,0,1,1,1,1,1,1,1,30.327
1,0,0,1,1,1,0,1,0,1,1,1,0,1,35.273
0,0,0,1,0,0,1,0,0,1,1,1,1,1,29.699
1,0,0,0,1,1,1,0,0,0,0,0,0,0,23.82
1,1,0,1,0,1,1,0,1,1,0,0,0,1,26.816
1,1,1,0,1,0,1,1,0,0,1,1,0,1,28.257
0,0,1,0,0,0,0,0,1,0,0,0,0,1,26.078
1,1,0,1,1,0,1,0,1,1,1,1,1,1,28.547
0,0,1,1,1,1,0,1,0,0,0,1,0,1,32.798
0,0,1,1,1,1,1,0,1,0,0,1,0,0,39.81
0,1,1,1,0,0,0,0,0,1,1,1,1,1,34.398
0,1,1,0,1,1,0,0,1,1,1,1,0,1,38.272
1,0,0,1,1,1,1,0,0,1,0,1,0,0,35.548
0,1,0,1,1,1,1,1,1,0,0,1,1,1,36.12
1,0,1,1,0,0,0,0,0,0,1,1,1,0,41.811
1,1,0,0,0,1,0,1,0,1,1,1,0,1,33.39
0,1,0,0,0,0,0,1,1,0,0,0,0,1,37.712
0,1,1,0,1,0,1,0,0,0,0,1,1,1,37.748
1,0,1,1,0,0,0,0,1,1,1,0,0,0,38.065
1,1,1,0,1,1,0,1,1,0,0,1,0,1,36.805
0,1,1,1,1,1,1,0,0,1,0,0,0,0,35.429
1,0,1,0,1,1,0,1,1,1,1,1,1,0,43.292
0,0,1,0,1,0,0,1,1,0,0,1,0,0,36.38
1,0,0,1,1,1,0,1,0,1,0,0,1,0,31.416
1,0,1,1,1,0,0,0,1,0,0,1,0,1,36.552
1,0,0,0,1,1,1,1,1,1,1,1,0,0,44.049
