SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.9
0,0,0,1,0,1,1,0,0,1,1,1,1,0,124.52
0,0,0,0,1,0,1,0,0,1,0,0,0,1,126.22
0,1,0,1,0,1,0,1,0,0,1,0,1,1,124.53
1,1,0,0,0,1,0,0,1,1,0,1,0,1,126.52
1,0,0,1,1,1,0,1,1,1,0,0,1,1,125.44
1,1,1,1,0,0,1,0,1,1,1,0,1,0,126.28
0,1,1,1,1,1,1,0,0,1,0,1,1,0,127.31
1,0,1,0,1,0,0,1,1,1,0,0,0,1,126.92
1,0,1,1,1,0,1,0,1,1,1,1,1,0,125.14
1,0,0,1,1,1,0,1,1,0,1,1,0,0,125.28
0,1,0,1,0,1,1,0,0,1,0,1,0,0,127.02
0,0,0,1,0,1,0,1,0,1,1,1,0,0,126.87
0,1,0,0,1,1,0,0,1,0,1,0,1,0,126.82
0,1,1,1,1,0,0,1,0,1,0,0,1,0,126.26
1,1,0,1,1,0,0,1,1,0,1,0,0,0,126.8
0,0,1,0,1,1,0,1,1,1,0,0,0,0,124.97
1,0,0,0,1,0,0,1,1,0,0,1,0,1,123.73
1,1,0,0,0,0,0,1,0,0,1,1,1,1,127.7
1,1,0,1,0,0,1,0,0,1,0,1,0,0,126.78
0,0,0,0,0,1,0,1,1,0,0,1,0,1,126.51
0,1,1,1,1,0,0,0,0,1,0,0,1,1,125.68
1,0,0,0,1,1,0,0,1,1,1,0,0,0,126.16
0,1,1,1,0,0,0,0,0,0,1,0,1,1,125.89
1,1,1,1,1,0,0,1,0,1,1,0,1,0,124.81
1,1,0,1,0,0,0,0,1,1,0,0,1,1,123.75
0,0,1,0,0,0,1,0,1,1,0,1,0,0,124.73
0,1,1,0,1,1,0,1,1,0,0,1,1,0,126.57
1,0,0,1,1,0,1,1,0,0,0,1,1,0,124.77
1,1,1,0,0,0,1,0,1,0,0,0,0,1,125.8
0,0,0,0,1,0,0,0,1,0,1,0,1,0,125.98
0,0,0,0,1,0,0,0,0,1,1,1,1,0,125.17
1,0,1,1,1,1,0,1,0,0,0,1,0,0,125.51
0,1,0,1,0,0,0,0,1,0,0,0,0,1,129.97
0,1,0,1,0,0,0,0,0,0,1,1,0,1,124.82
1,1,0,1,1,1,0,1,0,0,0,0,0,0,126.53
0,1,1,0,0,0,1,0,0,1,1,1,0,0,124.4
0,1,1,0,0,0,0,1,0,1,1,0,0,1,130.34
1,1,1,0,1,1,0,0,1,0,1,1,1,1,126.31
0,0,0,0,1,0,1,0,1,0,1,0,1,0,124.92
0,0,0,1,1,1,0,0,0,0,0,1,1,1,125.81
1,0,0,0,1,0,1,1,0,0,1,0,1,0,127.24
1,0,0,1,0,1,0,1,1,0,0,0,1,0,127.01
0,1,1,0,0,0,1,1,1,1,1,1,0,0,127.55
1,0,1,1,0,0,0,0,1,1,1,0,1,0,126.2
0,0,0,1,1,0,0,1,0,1,1,0,1,1,126.15
1,1,1,1,1,0,0,1,1,1,0,0,1,0,126.22
1,0,1,0,0,1,1,1,1,0,1,1,0,1,125.56
0,1,0,1,1,1,0,0,1,1,0,0,1,0,125.72
0,1,1,1,1,1,1,0,1,1,1,0,1,0,126.81
0,1,0,1,0,0,1,1,1,1,1,0,0,0,128.23
1,0,1,1,1,0,1,0,1,1,0,1,1,0,125.21
1,0,0,1,1,1,1,0,0,0,1,1,1,0,126.06
1,0,0,1,0,0,1,1,0,0,0,0,0,1,126.06
1,1,1,0,0,1,0,0,1,0,1,0,1,1,125.24
0,0,1,1,0,1,0,1,1,1,0,0,0,0,127.41
1,0,0,0,1,1,0,1,0,1,1,1,1,0,125.19
1,1,1,0,0,0,0,1,0,0,0,0,0,1,125.93
0,0,1,0,1,1,1,0,0,0,1,0,0,0,125.47
1,1,1,0,0,0,0,0,0,1,1,0,0,0,124.69
0,0,0,0,0,1,1,1,1,0,0,1,1,0,123.81
0,0,1,1,1,0,1,1,0,0,1,0,0,0,125.62
0,1,0,0,0,1,1,1,1,1,0,1,1,0,126.31
0,0,0,1,0,0,0,0,0,1,1,0,0,1,126.54
1,0,0,0,1,1,0,1,0,1,1,1,0,0,124.65
0,0,1,1,0,0,1,1,0,1,1,1,1,0,124.13
0,1,1,1,1,0,1,0,0,0,1,0,1,0,126.87
0,0,0,1,0,0,0,0,0,1,0,1,1,0,126.49
0,1,0,1,0,0,1,0,0,1,1,0,1,1,126.18
0,0,1,1,1,0,1,0,1,1,1,0,1,0,126.23
0,0,0,1,1,0,1,0,1,1,0,0,1,0,125.25
0,0,1,0,0,0,0,0,1,0,1,0,1,1,126.14
0,0,1,0,1,0,1,0,0,0,0,0,0,1,126.23
0,1,1,1,1,1,1,0,1,1,0,1,1,1,126.73
1,1,0,1,0,0,0,1,0,1,0,1,0,0,127.02
1,0,1,1,0,0,0,1,1,1,1,0,0,0,126.96
1,1,0,0,1,1,1,0,0,0,0,1,1,0,126.2
1,0,0,1,1,1,1,0,1,1,1,1,0,1,130.64
0,0,0,0,0,1,0,1,0,0,0,0,0,1,129.7
1,1,1,1,1,1,1,1,1,1,1,0,0,1,125.75
0,0,1,1,0,0,1,1,0,0,1,1,0,0,126.49
1,1,1,0,1,0,1,1,1,1,0,1,0,0,126.94
0,0,0,1,1,0,0,0,0,1,1,0,1,0,127.65
1,1,0,0,1,0,0,0,1,0,0,1,1,0,126.52
0,1,0,1,1,0,0,0,0,0,0,1,1,0,125.3
1,0,0,1,0,1,0,0,1,1,1,1,1,0,127.08
1,1,1,1,1,1,0,0,1,1,1,0,0,0,126.07
1,0,1,0,1,1,0,0,1,1,1,1,0,1,127.01
0,0,1,1,0,1,0,1,0,0,1,1,0,1,126.75
0,1,0,1,0,0,1,1,1,1,1,0,1,1,125.09
1,0,0,1,1,1,1,0,1,0,0,1,1,0,124.81
1,0,0,1,1,0,1,0,1,1,0,1,1,0,126.31
0,0,1,1,0,0,0,0,1,1,0,0,1,0,126.55
0,0,0,0,1,1,1,1,1,0,1,0,1,0,124.76
1,0,0,1,1,1,1,1,1,0,1,0,0,1,137.88
1,1,0,0,0,1,0,0,1,0,0,1,0,0,127.29
1,0,1,1,0,0,0,0,0,0,1,1,0,0,124.94
1,0,1,0,1,0,0,0,1,0,0,1,0,0,125.06
